perfil,cenario,run,Aleatório_custo,Aleatório_cobertura,Aleatório_overlaps,Aleatório_conectividade,PSO_custo,PSO_cobertura,PSO_overlaps,PSO_conectividade,GWO_custo,GWO_cobertura,GWO_overlaps,GWO_conectividade,WOA_custo,WOA_cobertura,WOA_overlaps,WOA_conectividade,SSA_custo,SSA_cobertura,SSA_overlaps,SSA_conectividade,CS_custo,CS_cobertura,CS_overlaps,CS_conectividade
C_rede_prioritaria,250x250_escasso,4,0.3144581325657589,0.31,2,0.8,0.1924036281179138,0.3587,0,1.0,0.192535903250189,0.3582,0,1.0,0.19255479969765682,0.3582,0,1.0,0.19372448076818335,0.3571,1,1.0,0.1944633408919123,0.3518,0,1.0
C_rede_prioritaria,250x250_escasso,5,0.5364250175608847,0.2418,1,0.4,0.1924225245653817,0.3586,0,1.0,0.19247921390778533,0.3584,0,1.0,0.192535903250189,0.3582,0,1.0,0.19327412641517483,0.3576,2,1.0,0.19901078920527843,0.3399,2,1.0
C_rede_prioritaria,250x250_escasso,6,0.33071672600253443,0.2891,2,0.8,0.19225245653817083,0.3592,0,1.0,0.192535903250189,0.3582,0,1.0,0.20294784580498865,0.3235,0,1.0,0.19422969639522095,0.3549,1,1.0,0.2000461136753524,0.3359,2,1.0
C_rede_prioritaria,250x250_escasso,7,0.21317421099111508,0.3118,3,1.0,0.19236583522297807,0.3588,0,1.0,0.192535903250189,0.3582,0,1.0,0.19251700680272107,0.3583,0,1.0,0.20094628002008216,0.3412,1,1.0,0.20145997093479046,0.3425,1,1.0
C_rede_prioritaria,250x250_escasso,8,0.41140558990113013,0.3004,1,0.6,0.1923469387755102,0.3588,0,1.0,0.192535903250189,0.3582,0,1.0,0.19246031746031744,0.3585,0,1.0,0.19544438571925535,0.3495,3,1.0,0.200742492147969,0.3447,3,1.0
C_rede_prioritaria,250x250_escasso,9,0.4338491253430736,0.261,1,0.6,0.19236583522297807,0.3588,0,1.0,0.19247921390778533,0.3584,0,1.0,0.19255479969765682,0.3582,0,1.0,0.1942219629287685,0.3536,1,1.0,0.19960005809040407,0.3501,2,1.0
C_rede_prioritaria,250x250_escasso,10,0.26299589187000727,0.2303,4,1.0,0.19225245653817083,0.3592,0,1.0,0.192535903250189,0.3582,0,1.0,0.1924036281179138,0.3587,0,1.0,0.19295162509448224,0.3568,0,1.0,0.19450291944829118,0.3559,2,1.0
C_rede_prioritaria,250x250_escasso,11,0.40427059712774005,0.3191,0,0.6,0.19223356009070294,0.3592,0,1.0,0.19278155706727132,0.3574,0,1.0,0.192535903250189,0.3582,0,1.0,0.192535903250189,0.3582,0,1.0,0.19678645721626292,0.3505,1,1.0
C_rede_prioritaria,250x250_escasso,12,0.5221314533901639,0.2729,1,0.4,0.19229024943310657,0.359,0,1.0,0.192535903250189,0.3582,0,1.0,0.19247921390778533,0.3584,0,1.0,0.20058578987150416,0.3314,0,1.0,0.19491685563114136,0.3503,0,1.0
C_rede_prioritaria,250x250_escasso,13,0.4569565361676052,0.2167,3,0.6,0.1924981103552532,0.3583,0,1.0,0.19246031746031744,0.3585,0,1.0,0.2029856386999244,0.3234,0,1.0,0.1934747253752537,0.3568,1,1.0,0.19355929413634518,0.3561,1,1.0
C_rede_prioritaria,250x250_escasso,14,0.44237276166290074,0.2516,3,0.6,0.1924036281179138,0.3587,0,1.0,0.19244142101284958,0.3585,0,1.0,0.19251700680272107,0.3583,0,1.0,0.19288229487689557,0.3576,2,1.0,0.19756208904608802,0.3483,2,1.0
C_rede_prioritaria,250x250_escasso,15,0.5380568156639592,0.2574,2,0.4,0.19230914588057443,0.359,0,1.0,0.19257369614512473,0.3581,0,1.0,0.1924981103552532,0.3583,0,1.0,0.19345230073674874,0.3555,1,1.0,0.20215682491185227,0.3447,3,1.0
C_rede_prioritaria,250x250_escasso,16,0.34631063685290453,0.2731,5,0.8,0.19229024943310657,0.359,0,1.0,0.19255479969765682,0.3582,0,1.0,0.19247921390778533,0.3584,0,1.0,0.1947219304707874,0.3568,2,1.0,0.19967141449476364,0.3388,1,1.0
